Symbol,Date,Signal,Confidence,Type,Condition,ATRpct,Pattern detected,Breakout
TDOC,2025-12-19,SELL_TGT_12w:7.5732,4.75,TARGET,SELL_TGT_12w,3.75,Double Bottom,Yes
TDOC,2025-12-19,SELL_TGT_18w:7.5732,4.75,TARGET,SELL_TGT_18w,3.75,Double Bottom,Yes
TDOC,2025-12-19,SELL_TGT_30w:7.5732,4.75,TARGET,SELL_TGT_30w,3.75,Double Bottom,Yes
SizePct
TDOC,2025-12-20,MACD Bearish below zero,50.0,SELL,MACD Bearish below zero,3.75,Double Bottom,No,2.5
VBK,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Double Bottom,No
VBK,2025-12-19,SELL_TGT_6w:310.9923,1.24,TARGET,SELL_TGT_6w,1.57,Double Bottom,No
VBK,2025-12-19,SELL_TGT_8w:310.9923,1.24,TARGET,SELL_TGT_8w,1.57,Double Bottom,No
VBK,2025-12-19,SELL_TGT_12w:309.7671,0.84,TARGET,SELL_TGT_12w,1.57,Double Bottom,No
VBK,2025-12-19,SELL_TGT_18w:309.7671,0.84,TARGET,SELL_TGT_18w,1.57,Double Bottom,No
VBK,2025-12-19,SELL_TGT_30w:309.7671,0.84,TARGET,SELL_TGT_30w,1.57,Double Bottom,No
SizePct
VBK,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,1.57,Double Bottom,No,0.0
EVGO,2025-12-19,Stage: Mark-Down,65.0,WATCH,STAGE,,,No
EVGO,2025-12-19,SELL_TGT_6w:3.4635,13.56,TARGET,SELL_TGT_6w,5.55,,No
EVGO,2025-12-19,SELL_TGT_8w:3.4635,13.56,TARGET,SELL_TGT_8w,5.55,,No
EVGO,2025-12-19,SELL_TGT_12w:3.4091,11.77,TARGET,SELL_TGT_12w,5.55,,No
EVGO,2025-12-19,SELL_TGT_18w:3.4091,11.77,TARGET,SELL_TGT_18w,5.55,,No
EVGO,2025-12-19,SELL_TGT_30w:3.4091,11.77,TARGET,SELL_TGT_30w,5.55,,No
ZEPP,2025-12-19,Stage: Accumulation,65.0,WATCH,STAGE,,Double Bottom,No
ZEPP,2025-12-19,SELL_TGT_6w:29.1575,5.03,TARGET,SELL_TGT_6w,8.36,Double Bottom,No
ZEPP,2025-12-19,SELL_TGT_8w:29.1575,5.03,TARGET,SELL_TGT_8w,8.36,Double Bottom,No
ZEPP,2025-12-19,SELL_TGT_12w:28.3291,2.05,TARGET,SELL_TGT_12w,8.36,Double Bottom,No
ZEPP,2025-12-19,SELL_TGT_18w:28.3291,2.05,TARGET,SELL_TGT_18w,8.36,Double Bottom,No
ZEPP,2025-12-19,SELL_TGT_30w:28.3291,2.05,TARGET,SELL_TGT_30w,8.36,Double Bottom,No
FBP,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Double Bottom,No
FBP,2025-12-19,SELL_TGT_6w:21.6948,1.0,TARGET,SELL_TGT_6w,2.15,Double Bottom,No
FBP,2025-12-19,SELL_TGT_8w:21.6948,1.0,TARGET,SELL_TGT_8w,2.15,Double Bottom,No
FBP,2025-12-19,SELL_TGT_12w:21.6948,1.0,TARGET,SELL_TGT_12w,2.15,Double Bottom,No
FBP,2025-12-19,SELL_TGT_18w:21.6948,1.0,TARGET,SELL_TGT_18w,2.15,Double Bottom,No
FBP,2025-12-19,SELL_TGT_30w:21.6948,1.0,TARGET,SELL_TGT_30w,2.15,Double Bottom,No
SizePct
FBP,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,2.15,Double Bottom,No,0.0
TME,2025-12-19,Stage: Accumulation,85.0,WATCH,STAGE,,Triple Bottom,No
TME,2025-12-19,SELL_TGT_6w:18.6776,4.99,TARGET,SELL_TGT_6w,2.17,Triple Bottom,No
TME,2025-12-19,SELL_TGT_8w:18.6776,4.99,TARGET,SELL_TGT_8w,2.17,Triple Bottom,No
TME,2025-12-19,SELL_TGT_12w:18.5159,4.08,TARGET,SELL_TGT_12w,2.17,Triple Bottom,No
TME,2025-12-19,SELL_TGT_18w:18.5159,4.08,TARGET,SELL_TGT_18w,2.17,Triple Bottom,No
TME,2025-12-19,SELL_TGT_30w:18.5159,4.08,TARGET,SELL_TGT_30w,2.17,Triple Bottom,No
NDAQ,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Double Bottom,No
NDAQ,2025-12-19,SELL_TGT_6w:96.3136,1.0,TARGET,SELL_TGT_6w,1.7,Double Bottom,No
NDAQ,2025-12-19,SELL_TGT_8w:96.3136,1.0,TARGET,SELL_TGT_8w,1.7,Double Bottom,No
NDAQ,2025-12-19,SELL_TGT_12w:96.3136,1.0,TARGET,SELL_TGT_12w,1.7,Double Bottom,No
NDAQ,2025-12-19,SELL_TGT_18w:96.3136,1.0,TARGET,SELL_TGT_18w,1.7,Double Bottom,No
NDAQ,2025-12-19,SELL_TGT_30w:96.3136,1.0,TARGET,SELL_TGT_30w,1.7,Double Bottom,No
SizePct
NDAQ,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,1.7,Double Bottom,No,0.0
FUNC,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Double Bottom,No
FUNC,2025-12-19,SELL_TGT_6w:40.6929,1.0,TARGET,SELL_TGT_6w,1.85,Double Bottom,No
FUNC,2025-12-19,SELL_TGT_8w:40.6929,1.0,TARGET,SELL_TGT_8w,1.85,Double Bottom,No
FUNC,2025-12-19,SELL_TGT_12w:40.6929,1.0,TARGET,SELL_TGT_12w,1.85,Double Bottom,No
FUNC,2025-12-19,SELL_TGT_18w:40.6929,1.0,TARGET,SELL_TGT_18w,1.85,Double Bottom,No
FUNC,2025-12-19,SELL_TGT_30w:40.6929,1.0,TARGET,SELL_TGT_30w,1.85,Double Bottom,No
SizePct
FUNC,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,1.85,Double Bottom,No,0.0
LOGI,2025-12-19,Stage: Accumulation,70.0,WATCH,STAGE,,,No
LOGI,2025-12-19,SELL_TGT_6w:119.7419,14.83,TARGET,SELL_TGT_6w,2.86,,No
LOGI,2025-12-19,SELL_TGT_8w:119.7419,14.83,TARGET,SELL_TGT_8w,2.86,,No
LOGI,2025-12-19,SELL_TGT_12w:118.9832,14.1,TARGET,SELL_TGT_12w,2.86,,No
LOGI,2025-12-19,SELL_TGT_18w:118.9832,14.1,TARGET,SELL_TGT_18w,2.86,,No
LOGI,2025-12-19,SELL_TGT_30w:118.9832,14.1,TARGET,SELL_TGT_30w,2.86,,No
SizePct
LOGI,2025-12-20,MACD Bearish below zero,50.0,SELL,MACD Bearish below zero,2.86,-,No,2.5
LHX,2025-12-19,Stage: Mark-Up,70.0,WATCH,STAGE,,Triple Bottom,No
LHX,2025-12-19,SELL_TGT_6w:290.8132,1.17,TARGET,SELL_TGT_6w,2.22,Triple Bottom,No
LHX,2025-12-19,SELL_TGT_8w:290.8132,1.17,TARGET,SELL_TGT_8w,2.22,Triple Bottom,No
LHX,2025-12-19,SELL_TGT_12w:289.4287,0.69,TARGET,SELL_TGT_12w,2.22,Triple Bottom,No
LHX,2025-12-19,SELL_TGT_18w:289.4287,0.69,TARGET,SELL_TGT_18w,2.22,Triple Bottom,No
LHX,2025-12-19,SELL_TGT_30w:289.4287,0.69,TARGET,SELL_TGT_30w,2.22,Triple Bottom,No
SizePct
LHX,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,2.22,Triple Bottom,No,0.0
HIMX,2025-12-19,Stage: Accumulation,70.0,WATCH,STAGE,,,No
HIMX,2025-12-19,SELL_TGT_6w:9.6947,19.69,TARGET,SELL_TGT_6w,5.44,,No
HIMX,2025-12-19,SELL_TGT_8w:9.6947,19.69,TARGET,SELL_TGT_8w,5.44,,No
HIMX,2025-12-19,SELL_TGT_12w:9.5978,18.49,TARGET,SELL_TGT_12w,5.44,,No
HIMX,2025-12-19,SELL_TGT_18w:9.5978,18.49,TARGET,SELL_TGT_18w,5.44,,No
HIMX,2025-12-19,SELL_TGT_30w:9.5978,18.49,TARGET,SELL_TGT_30w,5.44,,No
SCHD,2025-12-19,Stage: Accumulation,100.0,WATCH,STAGE,,Triple Bottom,Yes
SCHD,2025-12-19,SELL_TGT_6w:27.8055,1.26,TARGET,SELL_TGT_6w,0.91,Triple Bottom,Yes
SCHD,2025-12-19,SELL_TGT_8w:27.8055,1.26,TARGET,SELL_TGT_8w,0.91,Triple Bottom,Yes
SCHD,2025-12-19,SELL_TGT_12w:27.7425,1.03,TARGET,SELL_TGT_12w,0.91,Triple Bottom,Yes
SCHD,2025-12-19,SELL_TGT_18w:27.7425,1.03,TARGET,SELL_TGT_18w,0.91,Triple Bottom,Yes
SCHD,2025-12-19,SELL_TGT_30w:27.7425,1.03,TARGET,SELL_TGT_30w,0.91,Triple Bottom,Yes
CMCSA,2025-12-19,Stage: Accumulation,70.0,WATCH,STAGE,,Triple Bottom,Yes
CMCSA,2025-12-19,SELL_TGT_6w:29.8657,1.0,TARGET,SELL_TGT_6w,2.93,Triple Bottom,Yes
CMCSA,2025-12-19,SELL_TGT_8w:29.8657,1.0,TARGET,SELL_TGT_8w,2.93,Triple Bottom,Yes
CMCSA,2025-12-19,SELL_TGT_12w:29.8657,1.0,TARGET,SELL_TGT_12w,2.93,Triple Bottom,Yes
CMCSA,2025-12-19,SELL_TGT_18w:29.8657,1.0,TARGET,SELL_TGT_18w,2.93,Triple Bottom,Yes
CMCSA,2025-12-19,SELL_TGT_30w:29.8657,1.0,TARGET,SELL_TGT_30w,2.93,Triple Bottom,Yes
BTDR,2025-12-19,Stage: Mark-Down,65.0,WATCH,STAGE,,,Yes
BTDR,2025-12-19,SELL_TGT_6w:13.0277,18.33,TARGET,SELL_TGT_6w,7.79,,Yes
BTDR,2025-12-19,SELL_TGT_8w:13.0277,18.33,TARGET,SELL_TGT_8w,7.79,,Yes
BTDR,2025-12-19,SELL_TGT_12w:12.5862,14.32,TARGET,SELL_TGT_12w,7.79,,Yes
BTDR,2025-12-19,SELL_TGT_18w:12.5862,14.32,TARGET,SELL_TGT_18w,7.79,,Yes
BTDR,2025-12-19,SELL_TGT_30w:12.5862,14.32,TARGET,SELL_TGT_30w,7.79,,Yes
INTC,2025-12-19,Stage: Distribution,60.0,WATCH,STAGE,,,Yes
INTC,2025-12-19,SELL_TGT_6w:43.2911,17.57,TARGET,SELL_TGT_6w,5.47,,Yes
INTC,2025-12-19,SELL_TGT_8w:43.2911,17.57,TARGET,SELL_TGT_8w,5.47,,Yes
INTC,2025-12-19,SELL_TGT_12w:42.8052,16.26,TARGET,SELL_TGT_12w,5.47,,Yes
INTC,2025-12-19,SELL_TGT_18w:42.8052,16.26,TARGET,SELL_TGT_18w,5.47,,Yes
INTC,2025-12-19,SELL_TGT_30w:42.8052,16.26,TARGET,SELL_TGT_30w,5.47,,Yes
SizePct
INTC,2025-12-20,MACD Bearish below zero,38.6,SELL,MACD Bearish below zero,5.47,-,No,1.93
SizePct
INTC,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,5.47,-,No,0.0
ZTEK,2025-12-19,Stage: Accumulation,65.0,WATCH,STAGE,,Double Bottom,No
ZTEK,2025-12-19,SELL_TGT_6w:0.7862,6.24,TARGET,SELL_TGT_6w,5.97,Double Bottom,No
ZTEK,2025-12-19,SELL_TGT_8w:0.8062,8.95,TARGET,SELL_TGT_8w,5.97,Double Bottom,No
ZTEK,2025-12-19,SELL_TGT_12w:0.8697,17.53,TARGET,SELL_TGT_12w,5.97,Double Bottom,No
ZTEK,2025-12-19,SELL_TGT_18w:0.8697,17.53,TARGET,SELL_TGT_18w,5.97,Double Bottom,No
ZTEK,2025-12-19,SELL_TGT_30w:0.8697,17.53,TARGET,SELL_TGT_30w,5.97,Double Bottom,No
IPO,2025-12-19,Stage: Accumulation,100.0,WATCH,STAGE,,Cup and Handle,No
IPO,2025-12-19,SELL_TGT_6w:48.104,2.72,TARGET,SELL_TGT_6w,2.25,Cup and Handle,No
IPO,2025-12-19,SELL_TGT_8w:48.104,2.72,TARGET,SELL_TGT_8w,2.25,Cup and Handle,No
IPO,2025-12-19,SELL_TGT_12w:47.8,2.07,TARGET,SELL_TGT_12w,2.25,Cup and Handle,No
IPO,2025-12-19,SELL_TGT_18w:47.8,2.07,TARGET,SELL_TGT_18w,2.25,Cup and Handle,No
IPO,2025-12-19,SELL_TGT_30w:47.8,2.07,TARGET,SELL_TGT_30w,2.25,Cup and Handle,No
SizePct
IPO,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,2.25,Cup and Handle,No,0.0
XPRO,2025-12-19,Stage: Accumulation,70.0,WATCH,STAGE,,,No
XPRO,2025-12-19,SELL_TGT_6w:14.8632,14.6,TARGET,SELL_TGT_6w,4.31,,No
XPRO,2025-12-19,SELL_TGT_8w:14.8632,14.6,TARGET,SELL_TGT_8w,4.31,,No
XPRO,2025-12-19,SELL_TGT_12w:14.7453,13.69,TARGET,SELL_TGT_12w,4.31,,No
XPRO,2025-12-19,SELL_TGT_18w:14.7453,13.69,TARGET,SELL_TGT_18w,4.31,,No
XPRO,2025-12-19,SELL_TGT_30w:14.7453,13.69,TARGET,SELL_TGT_30w,4.31,,No
SizePct
XPRO,2025-12-20,MACD Bearish below zero,50.0,SELL,MACD Bearish below zero,4.31,-,No,2.5
IT,2025-12-19,Stage: Accumulation,50.0,WATCH,STAGE,,Double Bottom,Yes
IT,2025-12-19,SELL_TGT_6w:253.2676,1.0,TARGET,SELL_TGT_6w,2.53,Double Bottom,Yes
IT,2025-12-19,SELL_TGT_8w:253.2676,1.0,TARGET,SELL_TGT_8w,2.53,Double Bottom,Yes
IT,2025-12-19,SELL_TGT_12w:253.2676,1.0,TARGET,SELL_TGT_12w,2.53,Double Bottom,Yes
IT,2025-12-19,SELL_TGT_18w:253.2676,1.0,TARGET,SELL_TGT_18w,2.53,Double Bottom,Yes
IT,2025-12-19,SELL_TGT_30w:253.2676,1.0,TARGET,SELL_TGT_30w,2.53,Double Bottom,Yes
RCL,2025-12-19,Stage: Mark-Up,70.0,WATCH,STAGE,,,No
RCL,2025-12-19,SELL_TGT_6w:296.5259,1.0,TARGET,SELL_TGT_6w,3.49,,No
RCL,2025-12-19,SELL_TGT_8w:296.5259,1.0,TARGET,SELL_TGT_8w,3.49,,No
RCL,2025-12-19,SELL_TGT_12w:296.5259,1.0,TARGET,SELL_TGT_12w,3.49,,No
RCL,2025-12-19,SELL_TGT_18w:296.5259,1.0,TARGET,SELL_TGT_18w,3.49,,No
RCL,2025-12-19,SELL_TGT_30w:296.5259,1.0,TARGET,SELL_TGT_30w,3.49,,No
SizePct
RCL,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,3.49,-,No,0.0
DUK,2025-12-19,Stage: Accumulation,85.0,WATCH,STAGE,,Triple Bottom,No
DUK,2025-12-19,SELL_TGT_6w:125.382,8.5,TARGET,SELL_TGT_6w,1.5,Triple Bottom,No
DUK,2025-12-19,SELL_TGT_8w:125.382,8.5,TARGET,SELL_TGT_8w,1.5,Triple Bottom,No
DUK,2025-12-19,SELL_TGT_12w:125.0166,8.18,TARGET,SELL_TGT_12w,1.5,Triple Bottom,No
DUK,2025-12-19,SELL_TGT_18w:125.0166,8.18,TARGET,SELL_TGT_18w,1.5,Triple Bottom,No
DUK,2025-12-19,SELL_TGT_30w:125.0166,8.18,TARGET,SELL_TGT_30w,1.5,Triple Bottom,No
RDW,2025-12-19,Stage: Neutral/Transition,35.0,WATCH,STAGE,,Cup and Handle,No
RDW,2025-12-19,SELL_TGT_6w:8.08,1.0,TARGET,SELL_TGT_6w,9.57,Cup and Handle,No
RDW,2025-12-19,SELL_TGT_8w:8.08,1.0,TARGET,SELL_TGT_8w,9.57,Cup and Handle,No
RDW,2025-12-19,SELL_TGT_12w:8.0519,0.65,TARGET,SELL_TGT_12w,9.57,Cup and Handle,No
RDW,2025-12-19,SELL_TGT_18w:8.0519,0.65,TARGET,SELL_TGT_18w,9.57,Cup and Handle,No
RDW,2025-12-19,SELL_TGT_30w:8.0519,0.65,TARGET,SELL_TGT_30w,9.57,Cup and Handle,No
MNDY,2025-12-19,Stage: Accumulation,65.0,WATCH,STAGE,,,Yes
MNDY,2025-12-19,SELL_TGT_6w:161.3919,9.73,TARGET,SELL_TGT_6w,3.82,,Yes
MNDY,2025-12-19,SELL_TGT_8w:161.3919,9.73,TARGET,SELL_TGT_8w,3.82,,Yes
MNDY,2025-12-19,SELL_TGT_12w:159.3264,8.33,TARGET,SELL_TGT_12w,3.82,,Yes
MNDY,2025-12-19,SELL_TGT_18w:159.3264,8.33,TARGET,SELL_TGT_18w,3.82,,Yes
MNDY,2025-12-19,SELL_TGT_30w:159.3264,8.33,TARGET,SELL_TGT_30w,3.82,,Yes
CBOE,2025-12-19,Stage: Neutral/Transition,35.0,WATCH,STAGE,,Triple Bottom,No
CBOE,2025-12-19,SELL_TGT_6w:256.6955,3.81,TARGET,SELL_TGT_6w,1.84,Triple Bottom,No
CBOE,2025-12-19,SELL_TGT_8w:261.3255,5.68,TARGET,SELL_TGT_8w,1.84,Triple Bottom,No
CBOE,2025-12-19,SELL_TGT_12w:260.2225,5.24,TARGET,SELL_TGT_12w,1.84,Triple Bottom,No
CBOE,2025-12-19,SELL_TGT_18w:260.2225,5.24,TARGET,SELL_TGT_18w,1.84,Triple Bottom,No
CBOE,2025-12-19,SELL_TGT_30w:260.2225,5.24,TARGET,SELL_TGT_30w,1.84,Triple Bottom,No
SizePct
CBOE,2025-12-20,MACD Bearish below zero,50.0,SELL,MACD Bearish below zero,1.84,Triple Bottom,No,2.5
USAR,2025-12-19,Stage: Accumulation,85.0,WATCH,STAGE,,Double Bottom,No
USAR,2025-12-19,SELL_TGT_6w:18.0421,30.36,TARGET,SELL_TGT_6w,13.03,Double Bottom,No
USAR,2025-12-19,SELL_TGT_8w:18.0421,30.36,TARGET,SELL_TGT_8w,13.03,Double Bottom,No
USAR,2025-12-19,SELL_TGT_12w:17.3902,25.65,TARGET,SELL_TGT_12w,13.03,Double Bottom,No
USAR,2025-12-19,SELL_TGT_18w:17.3902,25.65,TARGET,SELL_TGT_18w,13.03,Double Bottom,No
USAR,2025-12-19,SELL_TGT_30w:17.3902,25.65,TARGET,SELL_TGT_30w,13.03,Double Bottom,No
SizePct
USAR,2025-12-20,MACD Bearish below zero,38.0,SELL,MACD Bearish below zero,13.03,Double Bottom,No,1.9
SATL,2025-12-19,Stage: Mark-Down,65.0,WATCH,STAGE,,Cup and Handle,No
SATL,2025-12-19,SELL_TGT_6w:2.2391,8.69,TARGET,SELL_TGT_6w,8.44,Cup and Handle,No
SATL,2025-12-19,SELL_TGT_8w:2.2391,8.69,TARGET,SELL_TGT_8w,8.44,Cup and Handle,No
SATL,2025-12-19,SELL_TGT_12w:2.1818,5.91,TARGET,SELL_TGT_12w,8.44,Cup and Handle,No
SATL,2025-12-19,SELL_TGT_18w:2.1818,5.91,TARGET,SELL_TGT_18w,8.44,Cup and Handle,No
SATL,2025-12-19,SELL_TGT_30w:2.1818,5.91,TARGET,SELL_TGT_30w,8.44,Cup and Handle,No
DELL,2025-12-19,Stage: Accumulation,100.0,WATCH,STAGE,,,No
DELL,2025-12-19,SELL_TGT_6w:140.0297,10.77,TARGET,SELL_TGT_6w,4.14,,No
DELL,2025-12-19,SELL_TGT_8w:140.0297,10.77,TARGET,SELL_TGT_8w,4.14,,No
DELL,2025-12-19,SELL_TGT_12w:138.4895,9.55,TARGET,SELL_TGT_12w,4.14,,No
DELL,2025-12-19,SELL_TGT_18w:138.4895,9.55,TARGET,SELL_TGT_18w,4.14,,No
DELL,2025-12-19,SELL_TGT_30w:138.4895,9.55,TARGET,SELL_TGT_30w,4.14,,No
SizePct
DELL,2025-12-20,MACD Bearish below zero,50.0,SELL,MACD Bearish below zero,4.14,-,No,2.5
TSM,2025-12-19,Stage: Mark-Up,70.0,WATCH,STAGE,,Double Bottom,No
TSM,2025-12-19,SELL_TGT_6w:310.6323,7.5,TARGET,SELL_TGT_6w,3.1,Double Bottom,No
TSM,2025-12-19,SELL_TGT_8w:310.6323,7.5,TARGET,SELL_TGT_8w,3.1,Double Bottom,No
TSM,2025-12-19,SELL_TGT_12w:308.4005,6.73,TARGET,SELL_TGT_12w,3.1,Double Bottom,No
TSM,2025-12-19,SELL_TGT_18w:308.4005,6.73,TARGET,SELL_TGT_18w,3.1,Double Bottom,No
TSM,2025-12-19,SELL_TGT_30w:308.4005,6.73,TARGET,SELL_TGT_30w,3.1,Double Bottom,No
SizePct
TSM,2025-12-20,MACD Bearish below zero,47.9,SELL,MACD Bearish below zero,3.1,Double Bottom,No,2.4
SizePct
TSM,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,3.1,Double Bottom,No,0.0
CFLT,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Cup and Handle,No
CFLT,2025-12-19,SELL_TGT_6w:30.2596,1.0,TARGET,SELL_TGT_6w,2.78,Cup and Handle,No
CFLT,2025-12-19,SELL_TGT_8w:30.2596,1.0,TARGET,SELL_TGT_8w,2.78,Cup and Handle,No
CFLT,2025-12-19,SELL_TGT_12w:30.2596,1.0,TARGET,SELL_TGT_12w,2.78,Cup and Handle,No
CFLT,2025-12-19,SELL_TGT_18w:30.2596,1.0,TARGET,SELL_TGT_18w,2.78,Cup and Handle,No
CFLT,2025-12-19,SELL_TGT_30w:30.2596,1.0,TARGET,SELL_TGT_30w,2.78,Cup and Handle,No
SizePct
CFLT,2025-12-20,Overbought (>27% above 200 DEMA),48.7,SELL,Overbought (>27% above 200 DEMA),2.78,Cup and Handle,No,2.43
SizePct
CFLT,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,2.78,Cup and Handle,No,0.0
GLBE,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,,No
GLBE,2025-12-19,SELL_TGT_6w:41.2542,2.65,TARGET,SELL_TGT_6w,3.67,,No
GLBE,2025-12-19,SELL_TGT_8w:41.2542,2.65,TARGET,SELL_TGT_8w,3.67,,No
GLBE,2025-12-19,SELL_TGT_12w:40.9438,1.88,TARGET,SELL_TGT_12w,3.67,,No
GLBE,2025-12-19,SELL_TGT_18w:40.9438,1.88,TARGET,SELL_TGT_18w,3.67,,No
GLBE,2025-12-19,SELL_TGT_30w:40.9438,1.88,TARGET,SELL_TGT_30w,3.67,,No
SizePct
GLBE,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,3.67,-,No,0.0
STRT,2025-12-19,Stage: Distribution,80.0,WATCH,STAGE,,Triple Bottom,No
STRT,2025-12-19,SELL_TGT_6w:81.0525,1.0,TARGET,SELL_TGT_6w,4.08,Triple Bottom,No
STRT,2025-12-19,SELL_TGT_8w:81.0525,1.0,TARGET,SELL_TGT_8w,4.08,Triple Bottom,No
STRT,2025-12-19,SELL_TGT_12w:81.0525,1.0,TARGET,SELL_TGT_12w,4.08,Triple Bottom,No
STRT,2025-12-19,SELL_TGT_18w:81.0525,1.0,TARGET,SELL_TGT_18w,4.08,Triple Bottom,No
STRT,2025-12-19,SELL_TGT_30w:81.0525,1.0,TARGET,SELL_TGT_30w,4.08,Triple Bottom,No
SizePct
STRT,2025-12-20,Overbought (>27% above 200 DEMA),30.1,SELL,Overbought (>27% above 200 DEMA),4.08,Triple Bottom,No,1.51
TRI,2025-12-19,Stage: Accumulation,65.0,WATCH,STAGE,,Triple Bottom,Yes
TRI,2025-12-19,SELL_TGT_6w:134.6773,2.32,TARGET,SELL_TGT_6w,1.88,Triple Bottom,Yes
TRI,2025-12-19,SELL_TGT_8w:134.6773,2.32,TARGET,SELL_TGT_8w,1.88,Triple Bottom,Yes
TRI,2025-12-19,SELL_TGT_12w:133.8421,1.68,TARGET,SELL_TGT_12w,1.88,Triple Bottom,Yes
TRI,2025-12-19,SELL_TGT_18w:133.8421,1.68,TARGET,SELL_TGT_18w,1.88,Triple Bottom,Yes
TRI,2025-12-19,SELL_TGT_30w:133.8421,1.68,TARGET,SELL_TGT_30w,1.88,Triple Bottom,Yes
ALGT,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Double Bottom,No
ALGT,2025-12-19,SELL_TGT_6w:91.769,7.79,TARGET,SELL_TGT_6w,4.79,Double Bottom,No
ALGT,2025-12-19,SELL_TGT_8w:91.769,7.79,TARGET,SELL_TGT_8w,4.79,Double Bottom,No
ALGT,2025-12-19,SELL_TGT_12w:90.9484,6.82,TARGET,SELL_TGT_12w,4.79,Double Bottom,No
ALGT,2025-12-19,SELL_TGT_18w:90.9484,6.82,TARGET,SELL_TGT_18w,4.79,Double Bottom,No
ALGT,2025-12-19,SELL_TGT_30w:90.9484,6.82,TARGET,SELL_TGT_30w,4.79,Double Bottom,No
SizePct
ALGT,2025-12-20,Overbought (>27% above 200 DEMA),45.0,SELL,Overbought (>27% above 200 DEMA),4.79,Double Bottom,No,2.25
SizePct
ALGT,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,4.79,Double Bottom,No,0.0
RBRK,2025-12-19,Stage: Accumulation,70.0,WATCH,STAGE,,Double Bottom,Yes
RBRK,2025-12-19,SELL_TGT_6w:91.3784,16.88,TARGET,SELL_TGT_6w,6.36,Double Bottom,Yes
RBRK,2025-12-19,SELL_TGT_8w:91.3784,16.88,TARGET,SELL_TGT_8w,6.36,Double Bottom,Yes
RBRK,2025-12-19,SELL_TGT_12w:90.4507,15.7,TARGET,SELL_TGT_12w,6.36,Double Bottom,Yes
RBRK,2025-12-19,SELL_TGT_18w:90.4507,15.7,TARGET,SELL_TGT_18w,6.36,Double Bottom,Yes
RBRK,2025-12-19,SELL_TGT_30w:90.4507,15.7,TARGET,SELL_TGT_30w,6.36,Double Bottom,Yes
DAPP,2025-12-19,Stage: Accumulation,100.0,WATCH,STAGE,,Double Bottom,No
DAPP,2025-12-19,SELL_TGT_6w:19.9992,11.98,TARGET,SELL_TGT_6w,6.34,Double Bottom,No
DAPP,2025-12-19,SELL_TGT_8w:19.9992,11.98,TARGET,SELL_TGT_8w,6.34,Double Bottom,No
DAPP,2025-12-19,SELL_TGT_12w:19.6588,10.07,TARGET,SELL_TGT_12w,6.34,Double Bottom,No
DAPP,2025-12-19,SELL_TGT_18w:19.6588,10.07,TARGET,SELL_TGT_18w,6.34,Double Bottom,No
DAPP,2025-12-19,SELL_TGT_30w:19.6588,10.07,TARGET,SELL_TGT_30w,6.34,Double Bottom,No
SizePct
DAPP,2025-12-20,MACD Bearish below zero,48.0,SELL,MACD Bearish below zero,6.34,Double Bottom,No,2.4
STT,2025-12-19,Stage: Mark-Up,85.0,WATCH,STAGE,,Cup and Handle,No
STT,2025-12-19,SELL_TGT_6w:130.4652,1.53,TARGET,SELL_TGT_6w,2.16,Cup and Handle,No
STT,2025-12-19,SELL_TGT_8w:130.4652,1.53,TARGET,SELL_TGT_8w,2.16,Cup and Handle,No
STT,2025-12-19,SELL_TGT_12w:129.862,1.06,TARGET,SELL_TGT_12w,2.16,Cup and Handle,No
STT,2025-12-19,SELL_TGT_18w:129.862,1.06,TARGET,SELL_TGT_18w,2.16,Cup and Handle,No
STT,2025-12-19,SELL_TGT_30w:129.862,1.06,TARGET,SELL_TGT_30w,2.16,Cup and Handle,No
SizePct
STT,2025-12-20,Watch: Near 50-DEMA with MACD/ADX/Vol OK,45.0,WATCH,Near50,2.16,Cup and Handle,No,0.0
